vil_id,vil_lo,vil_en,dist_id
404058,ບ​. ພູຫວດໃຫຍ່,B. Phouhordgnai+Phoukeo,404
404059,ບ​. ມົກຈະແລງ,B. Mokjalang,404
404061,ບ​. ຫ້ວຍລວມ,B. Houailum,404
404063,ບ​. ຂະຫຍາຍໃຫຍ່+ມົກກົກ,B. Khagnaygnai+Mokkok,404
404064,ບ​. ຫ້ວຍຄະ,B. Houaikha+Ka,404
404068,ບ​. ໂພນສະຫ່ວາງ,B. Moksouk,404
404069,ບ​. ລາດຂະມູນ,B. Ladkhamoon,404
404072,ບ​. ນາເໝືອງ,B. Namueang,404
404073,ບ​. ຫ້ວຍຈັນ+ຫ້ວຍມ່ວງ,B. Houaijum+Houaimong,404
404074,ບ​. ພູກໍ+ຫ້ວຍຄໍ້,B. Phoukor+Houaithery,404
404076,ບ​. ພູສູງນ້ອຍ,B. Phounoy,404
404078,ບ​. ມົກລອຍ+ຫ້ວຍຈິງ,B. Mokloy,404
404081,ບ​. ຖ້ຳ,B. Thum,404
404084,ບ​. ຫ້ວຍເຍືອງ,B. Houaiyueang,404
404085,ບ​. ແກ່ວ,B. Keo,404
404086,ບ​. ຄອນທອຍ+ມົກລົມ,B. Khonthoy+moklum,404
404087,ບ​. ນ້ຳຍິງ+ພູວຽງ,B. Numying+Phouvieng,404
404088,ບ​. ຂະຫຍາຍນ້ອຍ+ມົກໄປຼ,B. Khagnaynoy,404
404089,ບ​. ຫ້ວຍຈິ,B. Houaije,404
404090,ບ​. ຫ້ວຍຜັງ,B. Houaipung,404
404091,ບ​. ຫ້ວຍໂອ,B. Houaio,404
404092,ບ​. ພູຈີ,B. Phouje,404
404094,ບ​. ຫາດຂາມ,B. HatKhan,404
404095,ບ​. ລາດແອ່ນ,B. Ladan,404
404096,ບ​. ຫ້ວຍຫີງ,B. Houihea,404
404099,ບ​. ຫ້ວຍຊານ+ກິ່ວວິງ,B. Houaisan+kiewving,404
404103,ບ​. ຫາດເຕິະ,B. Hatter,404
404104,ບ​. ປາກຫ້ວຍລາວ,B. PakHouailao,404
404106,ບ​. ນາຊານ+ຫ້ວຍໂມ,B. Nasan+Houaimo,404
404108,ບ​. ໂພນຄຳ,B. Phonekhum,404
404109,ບ​. ຫ້ວຍໄລ,B. Houailai,404
404114,ບ​. ລາດກືມ,B. Latkuem,404
404115,ບ​. ຫ້ວຍຢອນ,B. Huayyorn,404
405001,ບ​. ເພຍຫົວນ້ຳ,B. Pheerhouanum,405
405002,ບ​. ໂພນສະອາດ,B. Phonhsaat,405
405003,ບ​. ນາປາ,B. Napanuea,405
405005,ບ​. ນາແມດ,B. Nammate,405
405011,ບ​. ເມືອງໂຮງ,B. Mueanghoung,405
405012,ບ​. ໄລ່ໃຫຍ່,B. Laignai,405
405014,ບ​. ໄລນ້ອຍ,B. Lainoy,405
405015,ບ​. ທ່າມື່ນ,B. Thamuen,405
405016,ບ​. ປາງທອງ,B. Pangthong,405
405018,ບ​. ສົບລໍ ( ຫ້ວຍລໍ ),B. Somlor,405
405019,ບ​. ຊຽງແລ,B. Sienglae,405
405020,ບ​. ນ້ຳຕຸຍ,B. Namthuoi,405
405021,ບ​. ນາງົວ,B. Nangoua,405
405024,ບ​. ມາງ,B. Mang,405
405026,ບ​. ປ້ອມ,B. Pom,405
405027,ບ​. ຕາງດູ່,B. Tangdou,405
405029,ບ​. ບົງ,B. Bong,405
405030,ບ​. ກຳ,B. kum,405
405032,ບ​. ຕາງຈອງ,B. Thangjong,405
405034,ບ​. ກັນວາງ,B. Kunvang,405
405038,ບ​. ຍໍ້,B. Yor,405
405039,ບ​. ນາໄລ,B. Nalai,405
405040,ບ​. ຫ້ວຍຫົກ,B. Houaihok,405
405041,ບ​. ປາງເດື່ອ,B. Pangduar,405
405042,ບ​. ໂພແກ້ວ,B. Phonhkeo,405
405043,ບ​. ພູສີງ,B. Phousing,405
405044,ບ​. ຕົງຖູນ,B. Thongtoun,405
405045,ບ​. ມົກວຽງ,B. Mukvieng,405
405052,ບ​. ຂ້ອນ,B. Khon,405
405053,ບ​. ຈັນໄໝ່,B. Junmai,405
405057,ບ​. ນ້ຳຂອງ,B. Namkhong,405
405059,ບ​. ນາງີ້ວ,B. Nangiew,405
405060,ບ​. ແບງຫຼວງ,B. Bangrouang,405
405061,ບ​. ແບງຄຳ,B. Bangkham,405
405062,ບ​. ຫ້ວຍລາ,B. Houaira,405
405063,ບ​. ທ່າກາດ,B. Thakart,405
405064,ບ​. ນ້ຳດໍ້,B. Numdor,405
405065,ບ​. ກອນຄຳ,B. Khonkham,405
405066,ບ​. ນາບອນ,B. Nabon,405
405069,ບ​. ໂຮມໄຊຄຳ,B. Namhang,405
405070,ບ​. ຫ້ວຍຫຼຸກ(ກົກງີ້ວ),B. Kokngiew,405
405077,ບ​. ພູຄຳ,B. Phoukham,405
405078,ບ​. ສາມກາງ,B. Samkang,405
405079,ບ​. ປາງສົມ,B. Pangsom,405
405081,ບ​. ວັງວະ,B. Vungva,405
405082,ບ​. ແສນສີ,B. Sanesi,405
405084,ບ​. ເພຍເກົ່າ,B. Pheerkao,405
405086,ບ​. ຮາມົວ,B. Hamoua,405
405087,ບ​. ພູລຸ້ງ,B. Phouluung,405
405088,ບ​. ຫຼັກ,B. Luck,405
405091,ບ​. ນາໂຮມ,B. Nahoum,405
405093,ບ​. ຜາແກ້ວ+ນ້ຳແພ,B. Namphae,405
405095,ບ​. ກີ່ວສັງວັນ,B. Kiewsangvan,405
405098,ບ​. ນາຫ້ວຍ,B. Nahouai,405
405100,ບ​. ໂພນສີ,B. Phonhsi,405
405101,ບ​. ໂພໄຊ(ໂພນໄຊ),B. Phonhsai,405
405102,ບ​. ນາມອນ,B. Namon,405
405103,ບ​. ນ້ຳປໍ,B. Nampor,405
406001,ບ​. ວັງຕັງ,B. Vangtang,406
406003,ບ​. ລາງຈິງ,B. Langching,406
406005,ບ​. ນາເງິນ,B. Nanguen,406
406006,ບ​. ດອນຄຳ,B. Donkham,406
406007,ບ​. ເພຍເລັງ,B. Pheerlaeng,406
406008,ບ​. ໄຊມົວ,B. Saimoua,406
406009,ບ​. ມົກໄປຼ,B. Mokprai,406
406010,ບ​. ວັງຫຼ່ຳ,B. Vunglor,406
406011,ບ​. ດອນແກ້ວ,B. Donkeo,406
406012,ບ​. ໜອງບົວແດງ,B. Nongbouadang,406
406013,ບ​. ນາຝາງ,B. Naphang,406
406014,ບ​. ໂພນສະຫວັນ,B. Phonesavan,406
406016,ບ​. ໂພນສະຫວາດ,B. Phonesavat,406
406018,ບ​. ນາໂຄ້ງ,B. Nakhoung,406
406020,ບ​. ນາໂຮມ,B. Nahoum,406
406021,ບ​. ນ້ຳອຸ່ນ,B. Namoun,406
406026,ບ​. ແຟນ,B. Phane,406
406031,ບ​. ໜອງດິນ,B. Nongdin,406
406034,ບ​. ກອນຄຳ,B. Konkham,406
406036,ບ​. ມົກສວນ(ມົກໄປຼ່),B. Moksouan,406
406037,ບ​. ຜາງ່າມ,B. Phangam,406
406038,ບ​. ຈັນໄຕ,B. Jontainuea,406
406041,ບ​. ນາທອງ,B. Nathong,406
406042,ບ​. ນ້ຳຄໍ້,B. Namkhor,406
406043,ບ​. ບວມເລົາ,B. Bouamlao,406
406045,ບ​. ນ້ຳຍ້ອນ,B. Namyon,406
406046,ບ​. ນາວາງ,B. Navang,406
406047,ບ​. ລ້ອງອີ່ນ,B. Longuen,406
406048,ບ​. ນ້ຳໝ້ຽງ,B. Namnieng,406
406049,ບ​. ພູຕູມ,B. Phouthuom,406
406050,ບ​. ກອງເໝືອງ,B. Kongnouang,406
406056,ບ​. ສີບຸນເຮືອງ,B. SibounHouang,406
406057,ບ​. ຫົວນ້ຳມ້າວ,B. houanammao,406
406058,ບ​. ໂພນສະຫ່ວາງ,B. Phonesavang,406
406061,ບ​. ອຸດົມ,B. Oudom,406
406062,ບ​. ພູຄອຍ(ຕາດຕະແລ),B. Phoukhoy,406
406064,ບ​. ດູ່,B. Du,406
406065,ບ​. ນ້ຳພັກ,B. Namphuk,406
406068,ບ​. ພູແຊ,B. Phousae,406
406069,ບ​. ພູລອດ,B. Phoulod,406
406072,ບ​. ຕາງໂລນ,B. Thungloun,406
406073,ບ​. ຕາງຢາ,B. Thungya,406
406074,ບ​. ລ້ອງຄູ,B. Longkhou,406
406075,ບ​. ສົມໄຊ,B. Somsai,406
406076,ບ​. ນາ,B. Na,406
406079,ບ​. ນາຄຳ,B. Nakhamnuea,406
406081,ບ​. ສົມພອນ,B. Somphone,406
406082,ບ​. ນ້ຳລຽນ,B. Namlian,406
406084,ບ​. ແຈ້ງ,B. Chaeng,406
406085,ບ​. ຫ້ວຍຫົກ,B. Houayhok,406
406088,ບ​. ຈອງນັ່ງ,B. Chongnang,406
406090,ບ​. ຜາຍຳ,B. Pha gnam,406
406092,ບ​. ພູທອງ,B. Phouthong,406
406098,ບ​. ມົກກະຈອກ,B. Mokkachork,406
406099,ບ​. ມົກຄະ,B. Mokkhaloum,406
406102,ບ​. ພູຢວກ,B. Phouyouak,406
406103,ບ​. ກອນໂຕຼງ,B. Konetrong,406
406107,ບ​. ສັນຢາງ(ນ້ຳກ້ວາງ),B. Sanyang,406
406108,ບ​. ກາງ ( ພູວຽງໄຊ ),B. Kang,406
406113,ບ​. ພູລາດ,B. Phoulat,406
406114,ບ​. ກອນເທີຍ,B. Korntheui,406
406116,ບ​. ພູເລົາ,B. Phoulao,406
406117,ບ​. ມົກຮັງ,B. Mok hang tai,406
406120,ບ​. ຈັນວາງ,B. Chanhvang,406
406122,ບ​. ນ້ຳພູນ,B. Namphoune,406
406123,ບ​. ພູສອນ ( ແມ່ ),B. Mae,406
406125,ບ​. ນ້ຳຕຳ,B. Namtamnoy,406
406127,ບ​. ມົກພອດ,B. Mokford,406
406130,ບ​. ຕະລຶບ,B. Taleub yai,406
406132,ບ​. ໂພນຄຳ,B. Phonekham,406
406134,ບ​. ມົກຫຼັກ,B. Mok lak,406
406135,ບ​. ນ້ຳພວນ,B. Namphouan,406
406136,ບ​. ພູໂພນ,B. Phouphon,406
406137,ບ​. ນາໂພກ,B. Naphok,406
406138,ບ​. ໂພນໄຊ,B. Phonxai,406
406140,ບ​. ດອນນາ,B. Donena,406
406142,ບ​. ງີ້ວ,B. Ngiew,406
406147,ບ​. ກະຕ່າງຍາ,B. Katang gna,406
406148,ບ​. ນ້ຳຍຶງ,B. Nam gneung,406
406149,ບ​. ຈອມແລງ,B. Chormlaeng,406
406150,ບ​. ກີ່ວຍາບ,B. Kiew gnarb,406
406151,ບ​. ມົກຈາກ,B. Mokchark,406
406152,ບ​. ແມ່,B. Mae,406
406153,ບ​. ນ້ຳພ້າວ,B. Namphaognai,406
406155,ບ​. ກອນລາງ,B. Konelang,406
406159,ບ​. ນາຊຽງດີ,B. Naxiengdy,406
406160,ບ​. ໃໝ່,B. Mai,406
406161,ບ​. ຜຽງຫໍ້,B. Phienghor,406
406165,ບ​. ນ້ຳນອງ,B. Namnong,406
406166,ບ​. ແກ້ວ,B. Keo,406
406168,ບ​. ກີ່ວຜາ,B. Kiewpha,406
406169,ບ​. ນ້ຳນ້ອຍ,B. Namnoy,406
406171,ບ​. ພຽງຫຍ້າ,B. Phieng gna,406
407001,ບ​. ປາກແບງ,B. Pakbaeng,407
407003,ບ​. ປາກເງີຍ,B. Pak ngeui,407
407004,ບ​. ດອນແຈ້ງ,B. Donechaeng,407
407005,ບ​. ຫ້ວຍໂທມ,B. Houaythom,407
407006,ບ​. ຫ້ວຍເລົາ,B. Houaylao,407
407007,ບ​. ກີ່ວຄຸຍ,B. Kiewkhouy,407
407009,ບ​. ແກ້ງຊ້າງ,B. Kaengxang,407
407011,ບ​. ດອນສະອາດ,B. Done sa at,407
407014,ບ​. ມົກພາງ,B. Mokphang,407
407015,ບ​. ພູລວງ,B. Phoulouang,407
407016,ບ​. ໄຊຊະນະ,B. Xaixana,407
407017,ບ​. ຫົວນ້ຳປາ,B. Houanampa,407
407018,ບ​. ຄົກກະ,B. Khokka,407
407019,ບ​. ຫ້ວຍໂມ່ງ,B. Houaymong,407
407021,ບ​. ໂຮມໄຊ,B. Homxai,407
407023,ບ​. ມົກໄປຼ່ກາງ,B. Mokpaikang,407
407024,ບ​. ມົກໄປຼ່ລຸ່ມ,B. Mokpailoum,407
407026,ບ​. ກາງ,B. Kang,407
407028,ບ​. ຈອມແສນ,B. Chomesaen,407
407029,ບ​. ນ້ຳເຢັນ,B. Nam yen,407
407030,ບ​. ຕະຫງ່ອນ,B. Ta ngone,407
407031,ບ​. ລ່ອງໂຕ່ງ,B. Louangtong,407
407032,ບ​. ແກ້ງແຫຼະ,B. Kaenglae,407
407033,ບ​. ແຕງສາ,B. Taengsa,407
407034,ບ​. ຜາລ້ອມ,B. Phalome,407
407035,ບ​. ພູຫຸ່ງ,B. Phourung,407
407036,ບ​. ມົກແຫວນ,B. Mokwaen,407
407038,ບ​. ຕອງ,B. Tong,407
407040,ບ​. ພູຫລວງ,B. Phoulouang,407
407042,ບ​. ລອງຍອງ,B. Long gnong,407
407043,ບ​. ມົກຫັວດ,B. Mokwat,407
407044,ບ​. ກະຕາງຕອນ,B. Katangtone,407
407045,ບ​. ພຽງ,B. Phieng,407
407046,ບ​. ມົກກ່າ,B. Mokka,407
407047,ບ​. ປີງ,B. Piing,407
407048,ບ​. ພູສູງ,B. Phousoung,407
407049,ບ​. ກອນລາງ,B. Konelang,407
407050,ບ​. ມົກແຄະ,B. Mokkae,407
407053,ບ​. ຈອມແລງໃຫ່ຍ,B. Chomelaeng gnai,407
407055,ບ​. ຈອມແລງນ້ອຍ,B. Chomelaengnoy,407
407056,ບ​. ຄຳ,B. Kham,407
407058,ບ​. ຫ້ວຍແຊງຄຳ,B. Houayxaengkham,407
407060,ບ​. ຫ້ວຍກະ,B. Houayka,407
407062,ບ​. ງອນ,B. Ngone,407
407063,ບ​. ພູຊາງ (ຈອມພູ),B. Chomephou,407
407066,ບ​. ມົກກ່ານ,B. Mokkane,407
407067,ບ​. ຈອມຊາງນ້ຳເຢັນ,B. Chome xang nam yen,407
407068,ບ​. ມົກໂຄໃຫ່ຍ,B. Mokkho gnai,407
407069,ບ​. ມົກສະຕອງ,B. Moksatong,407
407070,ບ​. ມົກຕຸ,B. Moktu,407
407073,ບ​. ມົກຈົງໃຫ່ຍ,B. Mokchong gnai,407
407075,ບ​. ມົກໂຄກາງ,B. Mokkholaosoung,407
407079,ບ​. ລາງຈິງ,B. Langching,407
407080,ບ​. ກອງວາງ,B. Kongvang,407
407082,ບ​. ສຸກໄຊ,B. Houayxaeng,407
501001,ບ​. ນ້ຳຍອນເກົ່າ,B. Namyankuao,501
501002,ບ​. ນ້ຳຍອນໃຫມ່,B. Namyonemai,501
501007,ບ​. ລາວຫລວງ,B. Laoluang,501
501008,ບ​. ປະ​ນະ (ພູໄຊສະຫວ່າງ),B. Pana,501
501012,ບ​. ປາກງາວ,B. Pakngao,501
501014,ບ​. ດອນຄູນ+ຫາດພວນ,B. Donekhoun,501
501016,ບ​. ນ້ຳແສນ+ທຸງຊາຍ,B. Namsane,501
501020,ບ​. ນ້ຳແລ,B. Namle,501
501021,ບ​. ນ້ຳຈ້ວມ,B. Namchom,501
501025,ບ​. ສີໂພໄຊ,B. Siphoxay,501
501026,ບ​. ນ້ຳປອງ,B. Nampong,501
501027,ບ​. ໂພນໄພ,B. Phonhphai,501
501031,ບ​. ອອນ,B. oone,501
501033,ບ​. ນ້ຳ​ກໍ່,B. Namkor,501
501036,ບ​. ຈອມສີ,B. Chamsi,501
501037,ບ​. ທ່າຟ້າ,B. Thafa,501
501038,ບ​. ລະໂກນ,B. Lakonh,501
501039,ບ​. ນ້ຳແຊວ,B. Namzeo,501
501041,ບ​. ຊອດ,B. Zord,501
501045,ບ​. ປາງສະລາວ,B. Pangsalao,501
501047,ບ​. ຕູບ,B. Toop,501
501049,ບ​. ດອນໃຈ,B. Donechai,501
501051,ບ​. ນາງາມ,B. Nangam,501
501053,ບ​. ນ້ຳທຸງ,B. Namthong,501
501054,ບ​. ນາຫລວງ,B. Naluang,501
501055,ບ​. ປູ່ງນາໜູນ,B. Pong,501
501056,ບ​. ຫນອງຄຳ,B. Nongkham,501
501057,ບ​. ນ້ຳເດື່ອ,B. Namduea,501
501058,ບ​. ດອນພ້າວ,B. Donephao,501
501060,ບ​. ໂພຄຳ,B. Phokhom,501
501061,ບ​. ນ້ຳມ້າ,B. Namma,501
501062,ບ​. ຫ້ວດິນຈີ່,B. Houaidinje,501
501063,ບ​. ນ້ຳປູ,B. Nampo,501
501065,ບ​. ນ້ຳງາວ,B. Namnglao,501
501066,ບ​. ນ້ຳແພດ,B. Namphad,501
501067,ບ​. ພີມົນສິນ,B. Phemonsin,501
501068,ບ​. ນ້ຳປຸກ+ດອນໄຊ,B. Numpookkang,501
501070,ບ​. ນ້ຳສະຫມອກໃຕ້,B. Namsamoktai,501
501071,ບ​. ຝາຍ,B. Fay,501
501073,ບ​. ນ້ຳສະຫມອກເຫນືອ,B. Namsamoknuea,501
501075,ບ​. ແລ້ງ,B. Leng,501
501076,ບ​. ຫ້ວຍຊາຍນ້ອຍ,B. Houaixaynoy,501
501078,ບ​. ຫ້ວຍທູຍ,B. Houaituy,501
501079,ບ​. ຫ້ວຍຈອດ,B. Houaichord,501
501080,ບ​. ໂພນໄຊ,B. Phonexay,501
501083,ບ​. ໂພນສະອາດ,B. Phonesavang,501
501084,ບ​. ດ່ານຖິ່ນ,B. Danthin,501
501086,ບ​. ດອນສະຫວັນ,B. Donesavanh,501
501087,ບ​. ຄົກຫລວງ,B. Khoklouang,501
501088,ບ​. ຫ້ວຍຕາບ,B. Houaitab,501
501090,ບ​. ຫ້ວຍມອນ,B. Houaimone,501
501091,ບ​. ຂອນ​ແກ້ວ,B. Khonekeo,501
501094,ບ​. ຫນອງຊາຍ,B. Nongsay,501
501097,ບ​. ຫ້ວຍຊາຍໃຕ້,B. Houaisaytai,501
501098,ບ​. ສີບຸນເຮືອງ,B. Sibounehueang,501
501100,ບ​. ຫ້ວຍຊາຍເຫນືອ,B. Houaisaynuea,501
501101,ບ​. ໃຫມ່ພູຄາ+ນາແລ,B. Maiphokha,501
501105,ບ​. ທົ່ງແສງຈັນ+ຊຽງງາມ,B. Thongsengchan,501
501106,ບ​. ​ໄຊ​ຈະ​ເລີນ (ໃຫມ່ນິຍົມ),B. Mainiyome,501
501107,ບ​. ນ້ຳຕ້ອຍ,B. Namtoy,501
501111,ບ​. ນ້ຳຈ້າງ,B. Namchang,501
501113,ບ​. ໂພນທອງ,B. Phonhthong,501
501114,ບ​. ບໍ່ເຫລັກ+ປາງປອດ,B. Borlake,501
501115,ບ​. ປາງພູລຶບ,B. Pangphrub,501
501118,ບ​. ພູຫວານໃຕ້,B. Phouvantai,501
501119,ບ​. ນ້ຳຕີນ,B. Namtin,501
501120,ບ​. ພູຫວານເຫນືອ,B. Phouvannuea,501
501121,ບ​. ນ້ຳຕອງໄຕ້+ນ້ຳຕອງເໜືອ,B. Namtongtai,501
501122,ບ​. ຫ້ວຍສາລາ,B. Houaisala,501
501124,ບ​. ຕີນທາດ,B. Tinthad,501
501125,ບ​. ປ່າອ້ອຍ,B. Paooy,501
501126,ບ​. ສີນອຸດົມ,B. Sioudom,501
501127,ບ​. ປາກຮາວເຫນືອ,B. Pakhaonuea,501
501128,ບ​. ມົກກະຈອກ,B. Mokkachok,501
501129,ບ​. ນ້ຳຫໍ້ໃຕ້,B. Namhortai,501
501130,ບ​. ພີບຸນທອງ,B. Phebounthong,501
501132,ບ​. ປາກຮາວໃຕ້,B. Pakhaotai,501
501134,ບ​. ວຽງໃຫມ່,B. Viengmai,501
501135,ບ​. ດອນ,B. Done,501
501136,ບ​. ນ້ຳຄຳໃຕ້,B. Namkhamtai,501
501137,ບ​. ຈອມຈຸກ,B. Chormchook,501
501141,ບ​. ຊາຍຈະເລີນ,B. Saychalurn,501
502001,ບ​. ມ່ວງຄຳ,B. Muangkham,502
502002,ບ​. ຄວ້ານ,B. Kvan,502
502003,ບ​. ສີບຸນເຮືອງ,B. Sibounhueang,502
502005,ບ​. ພຽງງາມ,B. Phiengngam,502
502007,ບ​. ດອນມູນ,B. Doonemoon,502
502008,ບ​. ໂພນໂຮມ,B. Phonhoum,502
502009,ບ​. ຕົ້ນເຜິ້ງ,B. Tonpherng,502
502012,ບ​. ດອນສະຫວັນ,B. Donesavanh,502
502013,ບ​. ຮົມເຢັນ,B. Homyaen,502
502014,ບ​. ດອນທາດ,B. Donethad,502
502017,ບ​. ສີເມືອງງາມໃຕ້,B. Simueangngamtai,502
502018,ບ​. ສີດອນຄູນ,B. Sidonekhoon,502
502019,ບ​. ນ້ຳແງ້ນ,B. Namngaen,502
502021,ບ​. ຄູນບົງ,B. Khoonbong,502
502022,ບ​. ສາມສິບ,B. Samsib,502
502023,ບ​. ນ້ຳເກິ່ງເກົ່າ,B. Namkerngkao,502
502024,ບ​. ນ້ຳເກິ່ງໃຫມ່,B. Namkerngmai,502
502027,ບ​. ສີດອນໄຊ,B. Sidonexay,502
502029,ບ​. ສີດອນແຍງ,B. Sidonenheng,502
502032,ບ​. ສີທາດ,B. Sitharth,502
502033,ບ​. ຕ້າງອໍ,B. Tang or,502
502034,ບ​. ຫລວງສີງໄຈ,B. Luangsingchai,502
502035,ບ​. ນ້ຳຟ້າ,B. Ber one,502
502036,ບ​. ຢາງຄຳ,B. Nhangkham,502
502038,ບ​. ສີດອນມີ,B. Sidonelueang,502
502039,ບ​. ຫ້ວຍຕ້າງ,B. Houaitang,502
502040,ບ​. ມອມ,B. Mom,502
502041,ບ​. ຫ້ວຍເຜິ້ງ,B. Siengkham,502
502043,ບ​. ຫ້ວຍຫອນ,B. Houaihone,502
502047,ບ​. ຫ້ວຍລົມ,B. Houailom,502
502048,ບ​. ຫ້ວຍໄຄ້,B. Chacharcho,502
502050,ບ​. ດອນເງິນ,B. Donengeun,502
502051,ບ​. ນາຄຳ,B. Nakham,502
502054,ບ​. ປ່າສັກ,B. Pasak,502
502055,ບ​. ກໍ່ສ້າງ,B. Korsang,502
502056,ບ​. ຢາງໄຕ້,B. Nhangtai,502
502057,ບ​. ຫ້ວຍອົງ,B. Numte,502
502059,ບ​. ເບີນຶ່ງ,B. Numfa,502
502999,ບ. ເຂດເສດຖະກິດພິເສດ,B. Special Economy Zone,502
503001,ບ​. ນ້ຳເມີງ,B. Nummerng,503
503002,ບ​. ໂພນສະຫວ່າງ,B. Phonsavang,503
503004,ບ​. ໂພນຈະເລີນ,B. Phoncharlurn,503
503005,ບ​. ຫ້ວຍທາດ,B. Houaithath,503
503008,ບ​. ຊຽງດາວ,B. Siengdao,503
503009,ບ​. ຫມອນແຫລມ,B. Monelam,503
503011,ບ​. ຈອມແສງ,B. Chorm seng,503
503014,ບ​. ຫ້ວຍອໍ້(ພະຍາຫລວງ),B. Houai or,503
503016,ບ​. ຕໍແລ,B. Tor lea,503
503019,ບ​. ຈອມແຈ້ງ,B. Chormcheng,503
503022,ບ​. ດອນມູນ,B. Donemoon,503
503023,ບ​. ຜາດຳ,B. Phadam,503
503025,ບ​. ຜາຂາວ,B. Phakhao,503
503026,ບ​. ຫ້ວຍສ້ານ,B. Houaisan,503
503034,ບ​. ຫົວນ້ຳຄາ,B. Houanumka,503
503038,ບ​. ປຸງຜາ,B. Pungpha,503
503044,ບ​. ລາດຄູນເມືອງ,B. Larthkhoonmueang,503
503046,ບ​. ປຸ່ງເລາະ,B. Punglor,503
503047,ບ​. ນ້ຳຄາ,B. Numka,503
503048,ບ​. ນາງາມ+ປຸງຫີນ,B. Nangam,503
503049,ບ​. ໄຊສະຫວ່າງ,B. Phousavang,503
503050,ບ​. ລ້ອງພະບາດ,B. Longphabath,503
503051,ບ​. ຖ້ຳພະບາດ,B. Thampharbarth,503
503052,ບ​. ຫ້ວຍດອກທອງ,B. Houaidokthong,503
503053,ບ​. ໄຊພັດທະນາ,B. Xayparthtarna,503
503054,ບ​. ໄຊຈະເລີນ,B. Xaycharlurn,503
503055,ບ​. ສາລີເຮືອງ,B. Silaheung,503
503056,ບ​. ນ້ຳຮອກ,B. Namhork,503
504001,ບ​. ຫາດຄຳ,B. Harthkham,504
504002,ບ​. ດອນໃຈ,B. Donechai,504
504003,ບ​. ຫາດລີ,B. Harthli,504
504004,ບ​. ປາກຫາດ,B. Pakharth,504
504005,ບ​. ດອນແກ້ວ,B. Donekeo,504
504007,ບ​. ປາງທອງ,B. Pangthong,504
504008,ບ​. ວັງປອ້ມ,B. vungpom,504
504009,ບ​. ຫາດໜວກ,B. Harthmork,504
504010,ບ​. ຫ້ວຍບົງ,B. Houaibong,504
504011,ບ​. ລັງ,B. Lang,504
504013,ບ​. ນ້ຳຍາວ,B. Numnhao,504
504017,ບ​. ນາໂຮມ,B. Nahome,504
504018,ບ​. ຫ້ວຍແປນ,B. Houaipaen,504
504019,ບ​. ຕິນຜາ,B. Tinpha,504
504021,ບ​. ຫາດໂຊນ,B. Harthson,504
504022,ບ​. ຫາດຫອມ,B. Harthhorm,504
504023,ບ​. ຫາດໜາມ,B. Harthnam,504
504024,ບ​. ວັງເຫລັກ,B. Vunglake,504
504028,ບ​. ຫາງດອຍ,B. Hangdai,504
504030,ບ​. ຜາຊ້າງ,B. Phasang,504
504039,ບ​. ໂພນທອງ,B. Phonthong,504
504040,ບ​. ໂຮມພອນ,B. Homphone,504
504041,ບ​. ຈອມແກ້ວ,B. Chormkeo,504
504042,ບ​. ສະມີນ,B. Sarmin,504
504043,ບ​. ຈອມໄຊ,B. Chormxay,504
504044,ບ​. ລະຄອຍ,B. Larkoil,504
504046,ບ​. ສຸກຈະເລີນ,B. Sookcharlurn,504
504047,ບ​. ຕະພູ,B. Tarphou,504
504048,ບ​. ກ້ອນຊອດ,B. Konesord,504
504050,ບ​. ໂພນວິໄລ,B. Phovilay,504
504051,ບ​. ເກີນ,B. Kurn,504
504052,ບ​. ຄຳພອງ,B. Khamfong,504
504053,ບ​. ຄະໜອງ,B. Karnong,504
504054,ບ​. ຖີ່ນແກ້ວ,B. Karlom,504
504055,ບ​. ກະລົມ,B. Duea,504
504056,ບ​. ເດື່ອ,B. Mai,504
504058,ບ​. ພູ​ວຽງ,B. Thin,504
504060,ບ​. ເພັງ,B. Phang,504
504062,ບ​. ພູສູງ,B. Phousung,504
504065,ບ​. ກາງ,B. Kang,504
504066,ບ​. ລະຄະ,B. Larkar,504
504067,ບ​. ໄຊສະຫວ່າງ,B. Xaysavang,504
504068,ບ​. ນາຄູນ,B. Nakhoon,504
504070,ບ​. ປຸງລາດ,B. Punglarth,504
504071,ບ​. ນ້ຳຄາ,B. Namka,504
504072,ບ​. ໂຮມສຸກ,B. Homesook,504
504074,ບ​. ມົກ​ໂຊະ,B. Mokxay,504
504076,ບ​. ຫ້ວຍສັງ,B. Houaisang,504
504077,ບ​. ຫ້້ວຍກຸນ,B. Houaikon,504
504079,ບ​. ແກ່ນຄຳ,B. Kaenhkam,504
504081,ບ​. ວຽງຄຳໃຫຍ່,B. Viengkhamhai,504
504084,ບ​. ມົກສຸກ+ຂວາງ,B. Moksook,504
504085,ບ​. ໃໝ່,B. Phouving,504
504086,ບ​. ສີບຸນເຮືອງ,B. Sibounhueang,504
504087,ບ​. ໂພນໄຊ,B. Phonxay,504
504088,ບ​. ດອນສະຫວັນ,B. Donesavanh,504
504090,ບ​. ຜາອຸດົມ,B. Pha oudome,504
504092,ບ​. ສົມສະຫວ່າງ,B. Somesavang,504
504095,ບ​. ຖີ່ນແກ້ວເຫືນອ,B. Thinkeonuea,504
504096,ບ​. ພຽງຄຳ,B. Phiengkham,504
